dataset,split,class,image_path,width,height,label_path,label_count
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2042)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2042)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2042)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2042)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2042)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2043)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2044)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(2)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(2)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)(2)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2045)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2046)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2047)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2047)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2047)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2048)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2049)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2049)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2049)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (205)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2050)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2050)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2050)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2051)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2051)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2051)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2054)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2054)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2054)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2055)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2056)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2056)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2056)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (206)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2064)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2064)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2064)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)(1)_aug_1.jpg,2735,1489,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)(1)_aug_2.jpg,2735,1489,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)(1)_aug_3.jpg,2735,1489,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)_aug_1.jpg,2595,1720,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)_aug_2.jpg,2595,1720,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (21)_aug_3.jpg,2595,1720,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (22)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (23)_aug_1.jpg,2195,3073,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (23)_aug_2.jpg,2195,3073,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (23)_aug_3.jpg,2195,3073,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2410)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2410)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2410)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2411)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2412)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2412)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2412)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)(1)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)(1)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)(1)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2413)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2414)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2414)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2414)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2415)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2416)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2416)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2416)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2422)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2422)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2422)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2423)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2423)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2423)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2424)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2424)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2424)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2425)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2425)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2425)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2426)_aug_1.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2426)_aug_2.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2426)_aug_3.jpg,4032,3024,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (257)_aug_1.jpg,3024,4032,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (257)_aug_2.jpg,3024,4032,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (257)_aug_3.jpg,3024,4032,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)(1)_aug_1.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)(1)_aug_2.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)(1)_aug_3.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)_aug_1.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)_aug_2.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2578)_aug_3.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2579)_aug_1.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2579)_aug_2.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2579)_aug_3.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2580)_aug_1.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2580)_aug_2.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2580)_aug_3.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2581)_aug_1.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2581)_aug_2.jpg,3072,4080,,
other,,,dataset/Dragon fruit & leaf Dataset from Bangladesh for Classification and Ecological Research/Dragon leaf and fruit/Augmented/Bad leaf/Raw- (2581)_aug_3.jpg,3072,4080,,
